join_key,year,street,state,city,zip,zip4,dept_sta,inc_type,num_mile,street_pre,streetname,streettype,streetsuf,apt_no,x_street
CA43070062620151779064000,2015,13043  WATER ST ,CA,SAN JOSE,95111,,18,321,13043,,WATER,ST,,,
CA58555061820070012526000,2007,    Waldo RD  ,CA,SMARTVILLE,95977, ,NEU,143, , ,Waldo,RD, , ,Shooting Range
CA41095102820141404755000,2014,  SB 101 FWY ,CA,BRISBANE,94005,,62,611,,,SB 101,FWY,,,SB 101 NO SIERRA
CA43070040420150949181000,2015,3437  GROSSMONT DR ,CA,SAN JOSE,95132,,19,321,3437,,GROSSMONT,DR,,,
CA45055081920140007847000,2014,2880  PARK MARINA DR ,CA,Redding,96001,,1,321,2880,,PARK MARINA,DR,,,
CA34080121520140074479000,2014,0  SB I5 NO LAGUNA BL  ,CA,Sacramento,95832,,,324,0,,SB I5 NO LAGUNA BL,,,,
CA19110110820150313913000,2015,37337  NEWBURY  ,CA,PALMDALE,0,0,93,321,37337,,NEWBURY,,,,btwn BAYHURST PL
CA37110061620160010711000,2016,126  Broadway  ,CA,CHULA VISTA,91910,,,118,126,,Broadway,,,,
CA19110120720150342895000,2015,15909 S BELLFLOWER  ,CA,BELLFLOWER,0,0,23,321,15909,S,BELLFLOWER,,,,btwn E ALONDRA BLVD
CA01075020220150008371000,2015,  98TH  ,CA,OAKLAND,94612,,ST2,131,,,98TH,,,,SB I880
CA34090110720160167386000,2016,4020  Oak Villa  ,CA,Carmichael,95608,,109,321,4020,,Oak Villa,,,,
CA41095120820151505658000,2015,876  OLIVE AVE ,CA,SOUTH SAN FRANCISCO,94080,,65,554,876,,OLIVE,AVE,,,876 OLIVE AV
CA43080122220163570062000,2016,800  BLOSSOM HILL RD ,CA,LOS GATOS,95032,,SH,745,800,,BLOSSOM HILL,RD,,,
CA19110081120150222390000,2015,1638  MIKI  ,CA,LANCASTER,0,0,135,321,1638,,MIKI,,,,btwn THOMAS DR
CA19110051920140125865000,2014,3339  SHADOW CREEK LANE ,CA,PICO RIVERA,0,0,40,321,3339,,SHADOW CREEK,LANE,,,btwn TORREY PINES WY
CA49115051720070001896000,2007,  N McDowell BLVD  ,CA,Petaluma,94954, ,2,463, ,N,McDowell,BLVD, , ,Lynch Creek WY
CA19110030620140058279000,2014,12619 S AVALON  ,CA,WILLOWBROOK CNTY,0,0,41,700,12619,S,AVALON,,,,btwn E 126TH ST
CA01040061820141406242000,2014,711  OLD CANYON RD ,CA,FREMONT,94536,,S02,510,711,,OLD CANYON,RD,,,
CA30065012320150008644000,2015,1300  GOLDEN RAIN  ,CA,SEAL BEACH,0,0,FS4,321,1300,,GOLDEN RAIN,,,9A,Betty Liles
CA37140053020150061265000,2015,  Bernardo Center DR ,CA,SAN DIEGO,92128,,33,322,,,Bernardo Center,DR,,,Bernardo
CA24010101920150020522000,2015,00002549  BLOSSOM ST ,CA,DOSPALOSCITY,93620,,MMU,321,2549,,BLOSSOM,ST,,,1499 BLK MITCHELL AV 1430 BLK
CA50040090720160026207000,2016,416  DOWNEY AVE ,CA,MODESTO,95354,,1,321,416,,DOWNEY,AVE,,APT,
CA41050032320140001781000,2014,1720 W BAYSHORE RD ,CA,East Palo Alto,94303,,2,321,1720,W,BAYSHORE,RD,,,
CA30065082920120066751000,2012, S MAIN ST E ANAHURST  ,CA,SANTA ANA,92707,,99,400,,S,MAIN ST E ANAHURST,,,,
CA27025051620050000877000,2005,47   SILL RD  ,CA,Royal Oaks,95076, ,2,444,47, ,SILL,RD, , ,
CA47060110620120008193000,2012,402 N CASTLE ST ,CA,MT SHASTA,96067,,1,131,402,N,CASTLE,ST,,,
CA38005112520160122664000,2016,  SUTTER STPOWELL ST ,CA,San Francisco,94108,,,322,,,SUTTER STPOWELL,ST,,,
CA19110100920160293397000,2016,914 N SEDONA  ,CA,SAN DIMAS,0,0,64,611,914,N,SEDONA,,,,btwn E ALLEN AV
CA19110101020150285085000,2015,9337 E MUROC  ,CA,BELLFLOWER,0,0,98,321,9337,E,MUROC,,,,btwn BLUEGROVE AV
CA43070040920161009103000,2016, S WHITE RD ,CA,SAN JOSE,95148,,21,323,,S,WHITE,RD,,,MT MCKINLEY DR
CA01075032820140020719000,2014,550  40TH ST ,CA,OAKLAND,94609,,,311,550,,40TH,ST,,,550 40TH ST
CA39065012420166002407000,2016,536 S SAN JOAQUIN ST ,CA,Stockton,95202,,C02,321,536,S,SAN JOAQUIN,ST,,,
CA19040050520160014272000,2016,123 E ARTESIA BLVD ,CA,COMPTON,90220,,,321,123,E,ARTESIA,BLVD,,,
CA19110020620160037984000,2016, N 60TH  E,CA,PALMDALE,0,0,93,600,,N,60TH,,E,,EAVENUE R11
CA31085043020141404343000,2014,2351  WHARTON LN ,CA,ROSEVILLE,95747,,9,554,2351,,WHARTON,LN,,219,
CA34080070220160044206000,2016,1400  Q ST ,CA,Sacramento,95814,,,321,1400,,Q,ST,,9,
CA37140021620150019156000,2015,459  Encinitas AVE ,CA,SAN DIEGO,92114,,32,132,459,,Encinitas,AVE,,,459 Encinitas Av
CA30065100920150102333000,2015,3201 S SUSAN  ,CA,SANTA ANA,0,0,FS7,321,3201,S,SUSAN,,,,FABRICA INTERNATIONAL
CA19195102220140465268000,2014,410 S FREMONT AV  ,CA,Alhambra,91801,,,321,410,S,FREMONT AV,,,,
CA01075120620160086242000,2016,5950  THORNHILL DR ,CA,OAKLAND,94611,,ST2,600,5950,,THORNHILL,DR,,,5950 THORNHILL DR
CA01008041720161612394000,2016,555  VIA MANZANAS  ,CA,SAN LORENZO,94580,,22,321,555,,VIA MANZANAS,,,APT 10,
CA33054110420150124831000,2015,00024394  PAWNEE TRL ,CA,MOVA,92557,,RRU,321,24394,,PAWNEE,TRL,,,24000 BLK QUAPAW TRL DEADEND
CA15010082620151531123000,2015,1107  CALLOWAY DR ,CA,BAKERSFIELD,93312,,K65,311,1107,,CALLOWAY,DR,,,
CA55045101220060000407000,2006,18930   Highway 120 HWY  ,CA,Groveland,95321, ,1,137,18930, ,Highway 120,HWY, , ,
CA19105092420140000856000,2014,  98 EAST BASIN X EAST BASIN CHA  ,CA,LOS ANGELES,90744,,49,611,,,98 EAST BASIN X EAST BASIN CHA,,,,98 EAST BASIN X EAST BASIN CHA
CA01008092920161631534000,2016,2535  MADISON  ,CA,UNION CITY,94587,,31,611,2535,,MADISON,,,,
CA19155100420160005170000,2016,208  YACHT CLUB  ,CA,REDONDO BEACH,90277,,3,553,208,,YACHT CLUB,,,A00,
CA36193052520151533707000,2015,15060  Seneca RD ,CA,VICTORVILLE,92394,,313,321,15060,,Seneca,RD,,3,15060 Seneca Rd
CA39065041720144011598000,2014,627 N WILSON WAY ,CA,STOCKTON,95205,,C09,611,627,N,WILSON,WAY,,,
CA19105042720150000599000,2015,00849 E 6TH ST ,CA,LOS ANGELES,90013,,9,700,849,E,6TH,ST,,,6TH                         ST
CA19110110820150314178000,2015,4253  WOODRUFF  ,CA,LAKEWOOD,0,0,94,321,4253,,WOODRUFF,,,,btwn E CARSON ST
CA38005061320140006741000,2014,0  6TH STFOLSOM ST ,CA,San Francisco,94103,,,700,0,,6TH STFOLSOM,ST,,,Folsom Street
CA17040062720140005188000,2014,00019287  HARTMANN RD ,CA,HIDDENVALLEY,95467,,LNU,320,19287,,HARTMANN,RD,,,MOUNTAIN MEADOW N HIDDEN VALL
CA37140090220160109374000,2016,  17th ST ,CA,SAN DIEGO,92101,,11,322,,,17th,ST,,,Market
CA34020090820070009033000,2007,    Cresleigh PW  ,CA,Elk Grove,95757, ,74,100, , ,Cresleigh,PW, , ,Elk Grove BL
CA24035013120160001927000,2016,00000678  I5  S,CA,SANTANELLA,95322,,MMU,700,678,,I5,,S,,I 5 S X HWY 33
CA12045102620140004549000,2014,1124  EVERDING ST ,CA,EUREKA,95501,,5,736,1124,,EVERDING,ST,,,
CA34080021120160009572000,2016,3001  MEADOWVIEW RD ,CA,Sacramento,95822,,,321,3001,,MEADOWVIEW,RD,,,
CA19110030520160068277000,2016, N KINGTREE  ,CA,LANCASTER,0,0,33,321,,N,KINGTREE,,,,WAVENUE H12
CA57075101320161605321000,2016,  Cottonwood ST ,CA,Woodland,95695,,ST1,324,,,Cottonwood,ST,,,Farrell
CA24035042120160007246000,2016,00012261  NANTES  ,CA,LOSBANOS,93635,,MMU,311,12261,,NANTES,,,,DEADEND 20001 BLK HENRY MILL
CA52030032620110002085000,2011,22250   Gilmore Ranch RD  ,CA,Red Bluff,96080, ,TGU,111,22250, ,Gilmore Ranch,RD, , ,12981 BLK PEACH TREE LN
CA33051032520150034545000,2015,00027625  SHERMAN RD ,CA,MENI,92586,,RRU,320,27625,,SHERMAN,RD,,,27500 BLK CHAMBERS AV 27199 B
CA30025080620131303222000,2013,  NB 405 FY MAGNOLIA AV  ,CA,FOUNTAIN VALLEY,92708,,V02,131,,,NB 405 FY MAGNOLIA AV,,,,MAGNOLIA AV
CA24035052420150009703000,2015,00002821  TRINIDADE RD ,CA,CASTLE,95301,,MMU,311,2821,,TRINIDADE,RD,,,3500 BLK LANGTRY AV 3499 BLK
CA50555080920150002940000,2015,  FINCH RD ,CA,MODESTO,95354,,3,322,,,FINCH,RD,,,MITCHELL
CA41556091520151503813000,2015,882  MAHLER RD ,CA,Burlingame,94010,,36,321,882,,MAHLER,RD,,,
CA37140031820140028381000,2014,2500  Paseo Internacional  ,CA,SAN DIEGO,92154,,43,611,2500,,Paseo Internacional,,,,2500 Paseo Internacional
CA19110070620140169642000,2014, W COPPER HILL  ,CA,SANTA CLARITA,0,0,156,611,,W,COPPER HILL,,,,SAN FRANCISQUITO CYNRD
CA30065020520140011030000,2014,27741  CROWN VALLEY  ,CA,MISSION VIEJO,0,0,FS0,321,27741,,CROWN VALLEY,,,, KALEIDOSCOPE
CA36193013120151507377000,2015,23998  Straight WAY ,CA,CRESTLINE,92407,,25,321,23998,,Straight,WAY,,9,23998 Straight Way
CA33067121720140132996000,2014,45000  Pechanga PKY ,CA,Temecula,92592,,2,311,45000,,Pechanga,PKY,,,
CA37140022320140019666000,2014,4031  Main ST ,CA,CHULA VISTA,91911,,CV5,321,4031,,Main,ST,,,4031 Main St
CA19110052820160152903000,2016,718 E 137TH  ,CA,COMPTON CNTY,0,0,95,321,718,E,137TH,,,,btwn S STANFORD AV
CA33052050520120044267000,2012,00054200  AVENIDA MONTEZUMA  ,CA,LAQ,92253,,RRU,160,54200,,AVENIDA MONTEZUMA,,,,
CA43105113020160007673000,2016,111 E EL CAMINO REAL  ,CA,SUNNYVALE,94086,,ST4,321,111,E,EL CAMINO REAL,,,,
CA47045122420140009841000,2014,  Hwy 97  ,CA,Mt Hebron,96058,,,611,,,Hwy 97,,,,10 mi so  on hwy 97
CA30065071020050042375000,2005,1113 S EL CAMINO REAL    ,CA,SAN CLEMENTE,0,0,FS6,463,1113,S,EL CAMINO REAL, , , ,NEAR W PASEO DE CRISTOBAL
CA19055030720150006568000,2015,12317  MARBEL  ,CA,DOWNEY,90242,,,321,12317,,MARBEL,,,,
CA37070052620140005410000,2014,1261 E WASHINGTON AVE ,CA,Escondido,92027,,7,321,1261,E,WASHINGTON,AVE,,122,
CA30055022220111101348000,2011,    EASTBLUFF DR N,CA,NEWPORT BEACH,92660, ,7,131, , ,EASTBLUFF,DR,N, ,JAMBOREE
CA21055100220140003701000,2014,164  YOSEMITE RD ,CA,SRP,94949,,HQ,321,164,,YOSEMITE,RD,,,btwn BRYCE CANYONRD SHENANDO
CA43080101920152920002000,2015,18841  ARATA  ,CA,CUPERTINO,95014,,CU,311,18841,,ARATA,,,,
CA19100112620161654597000,2016,2140 W CANTON ST ,CA,Long Beach,90810,,13,321,2140,W,CANTON,ST,,,
CA19100091420161642669000,2016,1709  LEWIS AV1  ,CA,Long Beach,90813,,10,622,1709,,LEWIS AV1,,,,
CA30065031720160029606000,2016,3  PURSUIT  ,CA,ALISO VIEJO,0,0,FS5,611,3,,PURSUIT,,,,THE COVINGTONSKILLED NURSING
CA33085110820150126580000,2015,00001416  JACKSON  ,CA,SANJ,92583,,RRU,321,1416,,JACKSON,,,,DEADEND 464 BLK INDEPENDENCE
CA07100030520166020450000,2016,1054  Victoria PARK ,CA,Hercules,HER,,75,321,1054,,Victoria,PARK,,,1054 Victoria Park
CA37140011920150007848000,2015,11524  Elbert CT ,CA,SAN DIEGO,92126,,44,321,11524,,Elbert,CT,,,11524 Elbert Ct
CA19105091920140000950000,2014,02158 E LIVE OAK DR ,CA,LOS ANGELES,90064,,82,611,2158,E,LIVE OAK,DR,,,LIVE OAK                    DR
CA37165061120150012314000,2015,00001219  PERSIMMON  ,CA,SANMIGUEL,92021,,MVU,321,1219,,PERSIMMON,,,9,1200 BLK ORO ST 1199 BLK PERS
CA34080051620160032385000,2016,903  DEL PASO BLVD ,CA,Sacramento,95815,,,321,903,,DEL PASO,BLVD,,,
CA19110082320100189959000,2010,    RANDOLPH    ,CA,MAYWOOD,0,0,163,151, , ,RANDOLPH, , , ,DISTRICTBLVDD
CA10030081920070749408000,2007,  N Millbrook    ,CA,Fresno,93702, ,4,131, ,N,Millbrook, , , ,Harvey
CA19110112720160344033000,2016,2662  CLARENDON  ,CA,HUNTINGTON PARK,0,0,164,611,2662,,CLARENDON,,,,btwn RITA AV
CA33070041720150044036000,2015,00000453  CHERRY VISTA DR ,CA,PERR,92571,,RRU,321,453,,CHERRY VISTA,DR,,,1410 BLK ARROW CREEK DR 1400
CA54040020620160000453000,2016,1070 E Bardsley AVE ,CA,Tulare,93274,,ST1,611,1070,E,Bardsley,AVE,,AMPM,
CA15010030120151507095000,2015,3607  REDLANDS DR ,CA,BAKERSFIELD,93306,,K42,321,3607,,REDLANDS,DR,,,
CA38005100220140003200000,2014,1504  GOLDEN GATE AVE ,CA,San Francisco,94115,,,311,1504,,GOLDEN GATE,AVE,,,
CA33090052720150060162000,2015,00020095  SOUDER ST ,CA,MEAD,92570,,RRU,321,20095,,SOUDER,ST,,,19555 BLK BARTON ST 19600 BLK
CA54010033020160001120000,2016,511 N K ST ,CA,Dinuba,93618,,S31,321,511,N,K,ST,,,
CA19105120820140000829000,2014,00401 N EL MEDIO AV ,CA,PACIFIC PALISADES,90272,,69,740,401,N,EL MEDIO,AV,,,EL MEDIO                    AV
CA19040122920140035677000,2014,123 E ARTESIA BLVD ,CA,COMPTON,90220,,,700,123,E,ARTESIA,BLVD,,,
CA37070031820140002872000,2014,511 E GRAND AVE ,CA,Escondido,92025,,1,622,511,E,GRAND,AVE,,332,
CA33040072220141407934000,2014,404 S ALESSANDRO ST ,CA,HEMET,92543,,1,321,404,S,ALESSANDRO,ST,,,404 S ALESSANDRO ST
CA19100072220161633532000,2016,200 E ANAHEIM ST ,CA,Long Beach,90813,,3,321,200,E,ANAHEIM,ST,,710,
CA07090012020099004436000,2009,6688   Alhambra AVE  ,CA,Martinez,0, , ,443,6688, ,Alhambra,AVE, , ,6688 Alhambra Ave
CA19105051120100000770000,2010,    10324 S VERMONT AV X W 104TH S    ,CA,LOS ANGELES,90044, ,64,150, , ,10324 S VERMONT AV X W 104TH S, , , ,10324 S VERMONT AV X W 104TH S
CA34090060520150079707000,2015,6887  Crosswoods  ,CA,Citrus Heights,95610,,23,321,6887,,Crosswoods,,,202,
CA19025020820160000763000,2016,428 N BEVERLY DR ,CA,BEVERLY HILLS,90210,,,320,428,N,BEVERLY,DR,,,
CA42040071020150005087000,2015,2122  AVENIDA REDONDO  ,CA,Santa Maria,93458,,ST1,554,2122,,AVENIDA REDONDO,,,,
CA19110010320150002908000,2015,27948 N GIBSON  ,CA,SANTA CLARITA,0,0,111,441,27948,N,GIBSON,,,,btwn PARAGON DR
CA34090102020140142626000,2014,2929  Routier RD ,CA,Rancho Cordova,95670,,61,321,2929,,Routier,RD,,265,
CA30065041620140032817000,2014,6640  BEACH  ,CA,BUENA PARK,0,0,FS6,321,6640,,BEACH,,,, BPK PD JAILTH
CA34090031320160037685000,2016,10833  Folsom  ,CA,Rancho Cordova,95670,,61,321,10833,,Folsom,,,414,
CA37140030920150027803000,2015,2055  Westinghouse ST ,CA,SAN DIEGO,92111,,23,321,2055,,Westinghouse,ST,,APT 39,2055 Westinghouse St
CA01065060120161605434000,2016,544  JACKSON  ,CA,LIVERMORE,94550,,S06,321,544,,JACKSON,,,,
CA15010101920141435136000,2014,118  BROWNING RD ,CA,MCFARLAND,93250,,K37,321,118,,BROWNING,RD,,,
CA38005092820160100234000,2016,375  LAGUNA HONDA BL  ,CA,San Francisco,94116,,,711,375,,LAGUNA HONDA BL,,,,
CA31125093020150023384000,2015,00000230  DOOLITTLE DR ,CA,PCF100,95747,,NEU,700,230,,DOOLITTLE,DR,,,110 BLK HAP ARNOLD LOOP DEAD
CA15010080720151528514000,2015,337  ROBERTS LN ,CA,KERN COUNTY,93308,,K64,311,337,,ROBERTS,LN,,9,
CA33075020120070702372000,2007,1299   Columbia Ave  ,CA,Riverside,92507, ,6,131,1299, ,Columbia,Ave, , ,1200 NORTHGATE & 1200 IOWA AV
CA19050122920150005604000,2015,6167  BRISTOL PKY ,CA,CULVER CITY,90230,,,321,6167,,BRISTOL,PKY,,100,
CA37145011620150000373000,2015,650 S Rancho Santa Fe RD ,CA,San Marcos,92078,,2,321,650,S,Rancho Santa Fe,RD,,89,650 S Rancho Santa Fe Rd
CA45086110320160011171000,2016,00021793  LOS ALTOS DR ,CA,PALOCEDRO,96073,,SHU,311,21793,,LOS ALTOS,DR,,,21015 BLK UNFORGETTABLE AV 73
CA19110030320140055281000,2014,5529 S ROSEMEAD  ,CA,PICO RIVERA,0,0,40,321,5529,S,ROSEMEAD,,,,btwn REICHLING LN
CA19100071120161631714000,2016,2501  MAGNOLIA AV  ,CA,Long Beach,90806,,7,321,2501,,MAGNOLIA AV,,,,
CA01075080220140051339000,2014,122  ELDRIDGE AVE ,CA,OAKLAND,94605,,ST2,321,122,,ELDRIDGE,AVE,,,122 ELDRIDGE AV
CA34090101920150150571000,2015,  El Camino  ,CA,Sacramento,95825,,106,700,,,El Camino,,,,Watt AV
CA56010122920150018081000,2015,1915  SAN GORGONIO AVE ,CA,OXNARD,93030,,S5,321,1915,,SAN GORGONIO,AVE,,1,N DRISKILL ST CORDOVA ST
CA41050112220140007289000,2014,795  WILLOW RD ,CA,Menlo Park,94025,,77,611,795,,WILLOW,RD,,,
CA19105102420090000321000,2009,03901 S CRENSHAW BL  ,CA,BALDWIN HILLS,90008, ,94,445,3901,S,CRENSHAW,BL, , ,CRENSHAW                    BL
CA37170082620150008418000,2015,1234 N Santa Fe AVE ,CA,VISTA,92083,,VT6,321,1234,N,Santa Fe,AVE,,,1234 N Santa Fe Av
CA19110091920160272869000,2016,27734  SAND CANYON  ,CA,SANTA CLARITA,0,0,123,611,27734,,SAND CANYON,,,,btwn LIVE OAK SPRINGS CANYON R
CA30065080120140066900000,2014,25292  MCINTYRE  ,CA,LAGUNA HILLS,0,0,99,321,25292,,MCINTYRE,,,K,NEAR LA PAZ RD E
CA37140040520140035047000,2014,500  L ST ,CA,SAN DIEGO,92101,,4,611,500,,L,ST,,,500 L St
CA01040010320141400089000,2014,5251  COCO PALM DR ,CA,FREMONT,94538,,S01,321,5251,,COCO PALM,DR,,,
CA15010072420141424460000,2014,1124  BLOSSOM ST ,CA,KERN COUNTY,93306,,K42,321,1124,,BLOSSOM,ST,,,
CA37140010920150003423000,2015,10709  Wallingford RD ,CA,SAN DIEGO,92126,,38,321,10709,,Wallingford,RD,,,10709 Wallingford Rd
CA31085101720161612435000,2016,3121  GRASMERE CIR ,CA,ROSEVILLE,95661,,6,321,3121,,GRASMERE,CIR,,,
CA41065012320160000176000,2016,1450  TERRA NOVA BLVD ,CA,PACIFICA,94044,,72,321,1450,,TERRA NOVA,BLVD,,,
CA49050053020110000290000,2011,    Sugarloaf LA  ,CA,Forestville,95436, ,51,170, , ,Sugarloaf,LA, , ,Orchard LA
CA19105030920140000121000,2014,  125 E VERNON AV X S WOODLAWN A  ,CA,LOS ANGELES,90011,,46,131,,,125 E VERNON AV X S WOODLAWN A,,,,125 E VERNON AV X S WOODLAWN A
CA04035032320140004114000,2014,00002327  LUDLUM AVE ,CA,PALERMO,95968,,BTU,321,2327,,LUDLUM,AVE,,,7700 BLK MELVINA AVE 7799 BLK
CA21100072220100000718000,2010,1701/188   Tiburon BL  ,CA,Tiburon,94920, ,11,142,1701/188, ,Tiburon,BL, , ,
CA34080022220140011181000,2014,618  PLAZA AVE ,CA,Sacramento,95815,,,554,618,,PLAZA,AVE,,11,
CA04035070620160009971000,2016,00006247  HARTNELL CT ,CA,MGLA,95954,,BTU,311,6247,,HARTNELL,CT,,,DEADEND 14031 BLK CRESTON RD
CA30020041520141403292000,2014,1888  PLACENTIA AVE ,CA,Costa Mesa,92627,,S3,321,1888,,PLACENTIA,AVE,,,POWERS LIQUOR
CA36107063020160009097000,2016,00007367  CENTRAL  ,CA,HIGHLANDCITY,92346,,BDU,300,7367,,CENTRAL,,,,26898 BLK BASELINE ST 26899 B
CA37140091620140099857000,2014,1132  Prospect ST ,CA,SAN DIEGO,92037,,13,611,1132,,Prospect,ST,,,1132 Prospect St
CA43070052220151429057000,2015,1390 S 1ST ST ,CA,SAN JOSE,95112,,3,321,1390,S,1ST,ST,,,
CA37165111320140023616000,2014,3230  Acacia  ,CA,LEMONGROVE,91945,,MVU,611,3230,,Acacia,,,,GOLDEN AV Dead End
CA19110031620140066915000,2014,9639  TELSTAR  ,CA,EL MONTE,0,0,42,712,9639,,TELSTAR,,,,btwn FLETCHER AV
CA10090012320100000168000,2010,2664   Jensen AVE  ,CA,SANGER,93657, , ,151,2664, ,Jensen,AVE, , ,
CA01075072520140049424000,2014,3838  MAYBELLE AVE ,CA,OAKLAND,94612,,ST1,700,3838,,MAYBELLE,AVE,,,3838 MAYBELLE AV
CA34080011920160004306000,2016,1325  39TH ST ,CA,Sacramento,95816,,,554,1325,,39TH,ST,,,
CA33090061520150067622000,2015,00013381  MAGNOLIA  ,CA,HOMG,92879,,RRU,321,13381,,MAGNOLIA,,,92,CORONA PALMS MHP ACCESS 3800
CA19110121820100285412000,2010,  E COLORADO    ,CA,PASADENA CNTY,0,0,5,463, ,E,COLORADO, , , ,NROSEMEADBLVDD
CA51040042020160002800000,2016,922 S BARRETT RD ,CA,YUBA CITY,95991,,3,321,922,S,BARRETT,RD,,,
CA54035040120092090980000,2009,732 N Carmelita ST  ,CA,Porterville,93257, ,1,111,732,N,Carmelita,ST, , ,
CA33105050120160053156000,2016,00043720  ELKHORN TRL ,CA,PDES,0,,RRU,321,43720,,ELKHORN,TRL,,,43600 BLK LOUISIANA ST 77349
CA33075120420160033932000,2016,2795  PLEASANT  ,CA,RIVERSIDE,92501,,1,321,2795,,PLEASANT,,,,
CA27080030920160000571000,2016,1740  NAPA ST ,CA,SEASIDE,93955,,1,321,1740,,NAPA,ST,,,
CA04010041220160003357000,2016,611  COUNTRY DR ,CA,Chico,95928,,44,745,611,,COUNTRY,DR,,,FAIR ST
CA34090060220140073366000,2014,9341  Heathfield WY ,CA,Florin,95828,,50,321,9341,,Heathfield,WY,,,
CA19110061120160168172000,2016,16720 S LAKEWOOD  ,CA,BELLFLOWER,0,0,23,321,16720,S,LAKEWOOD,,,,FLOWERST
CA07090090520099059195000,2009,    Sr 4   E,CA,Pittsburg,PIT, , ,400, , ,Sr 4, ,E, ,Loveridge
CA39065012220166002254000,2016,2035  MARSH ST ,CA,STOCKTON,95202,,C12,311,2035,,MARSH,ST,,,
CA52030072620150006283000,2015,00024850  5TH  ,CA,Los Molinos,96055,,TGU,320,24850,,5TH,,,42,DEADEND 9561 BLK HWY 99 E
CA30005011220141401079000,2014,105 S STATE COLLEGE BLVD ,CA,Anaheim,92805,,1,550,105,S,STATE COLLEGE,BLVD,,,
CA19200071320140007000000,2014,921  SARTORI AVE ,CA,TORRANCE,90501,,ST1,321,921,,SARTORI,AVE,,APT 8,
CA55020010220140000006000,2014,210  Stockton RD ,CA,Sonora,95370,,75,311,210,,Stockton,RD,,,Bradford St
CA16010042120160001794000,2016, N GLACIER WAY ,CA,HANFORD,93230,,ST1,324,,N,GLACIER,WAY,,,Fargo
CA19110061120150159748000,2015,1740 S SAN DIMAS  ,CA,SAN DIMAS,0,0,141,321,1740,S,SAN DIMAS,,,B,btwn AVENIDA DOMINGO
CA36015060920141404589000,2014,  Powhatan RD ,CA,Apple Valley,92308,,331,311,,,Powhatan,RD,,,Navajo
CA40035081820140007381000,2014,00001200  LOS OLIVOS AVE ,CA,LOS OSOS,93402,,SLU,553,1200,,LOS OLIVOS,AVE,,,FAIRCHILD WAY
CA19105102120140000072000,2014,02864 W SUNSET PL ,CA,LOS ANGELES,90057,,11,745,2864,W,SUNSET,PL,,,SUNSET                      PL
CA43070022320150549168000,2015,5691  TONOPAH DR ,CA,SAN JOSE,95119,,35,321,5691,,TONOPAH,DR,,,
CA37140072720140078888000,2014,  09th AV ,CA,SAN DIEGO,92101,,1,321,,,09th,AV,,,C
CA19110122220150358256000,2015,8522  COMPTON  ,CA,FLORENCE CNTY,0,0,16,321,8522,,COMPTON,,,,btwn E 85TH ST
CA30065032020150028487000,2015,21732  HERENCIA  ,CA,MISSION VIEJO,0,0,FS3,554,21732,,HERENCIA,,,,
CA19155100520120004444000,2012,515  BLOSSOM LN ,CA,Redondo Beach,90278,,2,444,515,,BLOSSOM,LN,,,
CA19110012920140026302000,2014,18701  FLYING TIGER  ,CA,SANTA CLARITA,0,0,107,321,18701,,FLYING TIGER,,,412,btwn DEAD END
CA09050090220140022242000,2014,00003371  LA CANADA DR ,CA,CAMERONPARK,95682,,AEU,321,3371,,LA CANADA,DR,,,3389 BLK CIMMARRON RD 2750 BL
CA37084050520140043860000,2014,833  Broadway  ,CA,EL CAJON,92021,,8,321,833,,Broadway,,,,
CA33075083020160024235000,2016,  VAN BUREN BLVD ,CA,RIVERSIDE,92501,,7,611,,,VAN BUREN,BLVD,,,JACKSON ST
CA33034121220160149693000,2016,00007100  SCHOLAR  ,CA,EVAL,92880,,RRU,300,7100,,SCHOLAR,,,,
CA15010100620141433514000,2014,4508  EARL AV ,CA,KERN COUNTY,93306,,K42,311,4508,,EARL,AV,,,
CA40080062720140005681000,2014,00006225  VISTA SERRANO WAY ,CA,Paso,93446,,SLU,300,6225,,VISTA SERRANO,WAY,,,2599 BLK BELLA TIERRA PL DEAD
CA41045020620140000697000,2014,00000280  CAPISTRANO RD ,CA,HALFMOONBAYUNIN,94019,,CZU,321,280,,CAPISTRANO,RD,,,10151 BLK HWY 1 PILLAR POINT
CA06005042020150040057000,2015,51  FIFTH ST E,CA,Arbuckle,95912,,51,321,51,,FIFTH,ST,E,,
CA28010121020070006434000,2007,    STHY 29    ,CA,NAPA,94558, ,D,463, , ,STHY 29, , , ,
CA19105012220140000638000,2014,00712 E 73RD ST ,CA,LOS ANGELES,90001,,33,622,712,E,73RD,ST,,,73RD                        ST
CA19110010820140007189000,2014, E WHITTIER  ,CA,WHITTIER,0,0,28,321,,E,WHITTIER,,,,CALMADAAV
CA38005010420080001351000,2008,81   CERVANTES BLVD  ,CA,SF,94123, ,16,400,81, ,CERVANTES,BLVD, , ,
CA10005112920155067150000,2015,1595  Shaw AVE ,CA,Clovis,93611,,ST,715,1595,,Shaw,AVE,,,1595 Shaw Ave
CA19180110720151514913000,2015,1260  15TH ST ,CA,SANTA MONICA,90404,,,321,1260,,15TH,ST,,,
CA43080022620140570047000,2014,  FY 85  ,CA,CUPERTINO,95014,,MV,622,,,FY 85,,,,S DE ANZA BL
CA19110102920160314059000,2016,  SAN JOSE  ,CA,PARAMOUNT,0,0,31,611,,,SAN JOSE,,,,ESOMERSETBLVDD
