join_key,state,fdid,inc_date,inc_no,exp_no,loc_type,num_mile,street_pre,streetname,streettype,streetsuf,apt_no,city,state_id,zip5,zip4,x_street,year
TXKA926112420163280159000,TX,KA926,11242016,3280159,000,1,9600,,BAMBOO,RD,,,HOUSTON,TX,77041,,,2016
TN11161101220022200963000,TN,11161,10122002,2200963,000,1,18, ,24,FWY,E, ,CEDAR HILL,TN,37032, , ,2002
IN03004092020030301978000,IN,03004,09202003,0301978,000,1,1904, ,KELLER,AVE, , ,Columbus,IN,47201, , ,2003
TXAN403092320022002093000,TX,AN403,09232002,2002093,000,1, , ,INTERSECTION OF 18TH AND B, , , ,MULESHOE,TX,79347, , ,2002
MI05819122220152015345000,MI,05819,12222015,2015345,000,1,,,I75newport,,,,newport,MI,48116,,,2015
AR19300071220052005109000,AR,19300,07122005,2005109,000,1, , ,712 WEST JACKSON, , , ,WYNNE,AR,72396, , ,2005
FL07252060220030033913000,FL,07252,06022003,0033913,000,2,6320, ,OLD WINTER GARDEN,RD, , ,ORL,FL,32835, ,OBSERVATORY,2003
WI40200071620161274611000,WI,40200,07162016,1274611,000,1,2979,N,17TH,ST,,,MILWAUKEE,WI,53206,,,2016
CT02140032020160080055000,CT,02140,03202016,0080055,000,1,324,,FREEMAN,ST,,,Hartford,CT,06106,,,2016
FL41022051220160163244000,FL,41022,05122016,0163244,000,1,86101,,WILLIAMS,AVE,,,Yulee,FL,32097,,,2016
CA33054073120160092678000,CA,33054,07312016,0092678,000,1,00012830,,TIVERTON,CT,,,MOVA,CA,92555,,DEADEND 22750 BLK PARKHAM ST,2016
FL44052020720150002153000,FL,44052,02072015,0002153,000,1,3408,,Vanceboro,CT,,,The Villages,FL,32163,,,2015
TXPB601022720030000053000,TX,PB601,02272003,0000053,000,1, , ,13th,ALY, , ,Kingsville,TX,78363, ,Huisache,2003
TXGC413041120166000206000,TX,GC413,04112016,6000206,000,1,105,,OVILLA CREEK,CT,,,OVILLA,TX,75154,,,2016
CA40080071120060005544000,CA,40080,07112006,0005544,000,1, , ,Unkown, , , ,Nipomo,CA,93444, , ,2006
NY24001020320030069344000,NY,24001,02032003,0069344,000,1, , ,PLEASANT AVE, , , ,New York City,NY,00000,0000, ,2003
VA82000120120142010005000,VA,82000,12012014,2010005,000,1,118,N,BAYARD,AVE,,5,Waynesboro,VA,22980,,,2014
TXNX604100920161607205000,TX,NX604,10092016,1607205,000,1,230,,MESA VERDE DR E,,,,Center Point,TX,78010,,,2016
OH48017060420070020213000,OH,48017,06042007,0020213,000, , , ,3359 BLANCHARD ST, , , , , ,43608, , ,2007
MA27328103020110002484000,MA,27328,10302011,0002484,000,1,21, ,Beach,ST, , ,Westborough,MA,01581, , ,2011
MO02206090620090001422000,MO,02206,09062009,0001422,000,2, , ,6TH aVE, , , ,OZARK,MO,65721, ,McCracken,2009
KSWY101072020155015579000,KS,WY101,07202015,5015579,000,1,205,N,82ND,TER,,,KANSAS CITY,KS,66112,,,2015
ILCS931051020160309753000,IL,CS931,05102016,0309753,000,1,111,N,STATE,ST,,,Chicago,IL,60602,,X12 BL W COURT PL X22 BL W,2016
TXSH605102420140004447000,TX,SH605,10242014,0004447,000,1,3201,W,HWY 22,,,,Corsicana,TX,75110,,,2014
MS57004010120160100005000,MS,57004,01012016,0100005,000,1,215,,MARION,AVE,,,Mccomb,MS,39648,,,2016
MI06113092320032031427000,MI,06113,09232003,2031427,000,1,695, ,MITZI, , , ,MUSKEGON,MI,49444, , ,2003
MA11114072420140001262000,MA,11114,07242014,0001262,000,1,329,,CONWAY,ST,,,GREENFIELD,MA,01301,,,2014
FL26032092420160020953000,FL,26032,09242016,0020953,000,1,4001,,BOGGY CREEK RD EAST LAKE,,,T LAK,KISSIMMEE,FL,34744,,4001 BOGGY CREEK RD EAST LAKE,2016
TXKA926011520160140156000,TX,KA926,01152016,0140156,000,1,10950,,BEAUMONT,HWY,,,HOUSTON,TX,77013,,,2016
LA36001112120030040035000,LA,36001,11212003,0040035,000,1,12151,N,I-10 SERVICE RD, , ,10,NEW ORLEANS,LA,70128, ,12151 N I 10 SERVICE RD,2003
MA27153020120030300604000,MA,27153,02012003,0300604,000,1,859, ,MERRIAM AVENUE, , , ,Leominster,MA,01453, , ,2003
CA30065021120160015868000,CA,30065,02112016,0015868,000,1,22522,,CONIL,,,,MISSION VIEJO,CA,00000,0000,,2016
TN90252012120160000575000,TN,90252,01212016,0000575,000,1,2701,S,ROAN,ST,,Lot 185,JOHNSON CITY,TN,37604,3002,,2016
NY30035020520160000459000,NY,30035,02052016,0000459,000,1,241,,W HUDSON ST,,,,LONG BEACH,NY,11561,1926,MAGNOLIA BLVD,2016
MO09505111620040442736000,MO,09505,11162004,0442736,000,3,2011, ,Redman,RD, , ,St. Louis,MO,63138, , ,2004
MA23044110320160022412000,MA,23044,11032016,0022412,000,1,1100,,N MAIN,ST,,,BROCKTON,MA,02301,,,2016
NY24001012020070038113000,NY,24001,01202007,0038113,000,1,189, ,ST JAMES PL, , , ,New York City,NY,11201, , ,2007
CA37140051020150053407000,CA,37140,05102015,0053407,000,1,4110,,Sorrento Valley Bl,,,,SAN DIEGO,CA,92121,,4110 Sorrento Valley Bl,2015
CA30005010420161600331000,CA,30005,01042016,1600331,000,1,5574,E,EDGEMAR,AVE,,,Anaheim,CA,92807,,,2016
WV06102082220160002045000,WV,06102,08222016,0002045,000,1,6501,,Mud River Road,,,,Barboursville,WV,25504,,,2016
OK46010032420160000127000,OK,46010,03242016,0000127,000,1,113,W,Odle,,,,Salina,OK,74365,,,2016
WA32M10011220150001055000,WA,32M10,01122015,0001055,000,1,5908,N,OXFORD,DR,,,SPOKANE,WA,99208,,N OXFORD DR,2015
NY24001090320160987208000,NY,24001,09032016,0987208,000,1,401,,E 34 ST,,,,New York City,NY,10016,,,2016
TN24191052020150000366000,TN,24191,05202015,0000366,000,3,120,,OAKLAND WOODS,CV,,,OAKLAND,TN,38060,,,2015
MA05095021520150000649000,MA,05095,02152015,0000649,000,1,220,,JOHNSON,ST,,33A,FALL RIVER,MA,02720,,,2015
OK55013041620144019729000,OK,55013,04162014,4019729,000,1,11725,N,MERIDIAN,PL,,A,OKLAHOMA CITY,OK,73162,,CROSS NOT FOUNDGAYLORD DR,2014
VA63000121220020009644000,VA,63000,12122002,0009644,000,1,2700-BLK, ,PLANK,RD,E, ,FREDERICKSBURG,VA,22401, , ,2002
WA39M11071520160197013000,WA,39M11,07152016,0197013,000,2,225,N,40TH,AVE,,,YAKIMA,WA,98902,,AVALANCHE AVE COOK ST,2016
GA12102051220160006483000,GA,12102,05122016,0006483,000,1,2369,,WHEELESS,RD,,,AUGUSTA,GA,30906,,,2016
FL12251021020160002595000,FL,12251,02102016,0002595,000,1,12345,,Pitch,DR,,,GRAND ISLAND,FL,32735,,,2016
TXWB408120820022002714000,TX,WB408,12082002,2002714,000,1,620,E,BOVELL,ST, , ,CROWLEY,TX,76036, ,118K,2002
NC03412012520141402225000,NC,03412,01252014,1402225,000,1,8200,,JEFFERSON CHURCH,RD,,,Rural Hall,NC,27045,,,2014
GA06001122120033046954000,GA,06001,12212003,3046954,000,1,6000, ,SOUTH TERMINAL PKY, , , ,ATLANTA,GA,30320, , ,2003
PA65034101720140016684000,PA,65034,10172014,0016684,000,2,,,LatrobeCrabtree,RD,,,Latrobe,PA,15650,,Saxman RD,2014
FL11062112520160036075000,FL,11062,11252016,0036075,000,1,4101,,89th,BLVD,,,COUNTY,FL,32606,,,2016
WA39D02071920140200001000,WA,39D02,07192014,0200001,000,1,203,W,NACHES,AVE,,,Selah,WA,98942,,S 2ND ST N 3RD ST S 3RD ST,2014
VA04100071120160071788000,VA,04100,07112016,0071788,000,1,11418,,WOODLAND POND,,,,Chesterfield,VA,23838,,,2016
NE05002080620160162149000,NE,05002,08062016,0162149,000,1,2035,E,Cuming,ST,,,City of Fremont,NE,68025,,,2016
ILCS931030720160155778000,IL,CS931,03072016,0155778,000,1,11517,S,PERRY,AVE,,HSE,Chicago,IL,60628,,X159 BL W 116TH ST X2101 B,2016
MO09545060320150026753000,MO,09545,06032015,0026753,000,1,5552,,Hebert,ST,,,ST LOUIS,MO,63120,,,2015
FL07252041320150034085000,FL,07252,04132015,0034085,000,1,2725,,LOGANDALE,DR,,,Metropolis,FL,11111,,,2015
TXKY604011920150000053000,TX,KY604,01192015,0000053,000,1,902,,Maple,ST,,,Commerce,TX,75428,,,2015
CA04010031020150002326000,CA,04010,03102015,0002326,000,1,1,,BUDLEE,CT,,,Chico,CA,95928,,CHICO CANYON RD,2015
TXSP706081920150033191000,TX,SP706,08192015,0033191,000,1,3126,,RODD FIELD,RD,,,CORPUS CHRISTI,TX,78414,,,2015
CO00505032620160012811000,CO,00505,03262016,0012811,000,1,18201,E,LOYOLA,PL,,,AURORA,CO,80013,,,2016
VA10712063020151514965000,VA,10712,06302015,1514965,000,1,13038,,MOUNTAIN,ROAD,,,LOVETTSVILLE,VA,20180,,,2015
NY24001033020140284156000,NY,24001,03302014,0284156,000,1,2102,,AMSTERDAM AVE,,,,New York City,NY,10032,,,2014
ILLA172061920160002850000,IL,LA172,06192016,0002850,000,1,505,N,Hunt Club,RD,,,Gurnee,IL,60031,,,2016
NY42039020220020020757000,NY,42039,02022002,0020757,000, , , ,73 THOMPSON ST, , , , , ,12180, , ,2002
DE20025031220140016126000,DE,20025,03122014,0016126,000,2,,,MT LEBANON,RD,,,Wilmington,DE,19803,,Rockland Rd  W,2014
TXHA506083020161612000000,TX,HA506,08302016,1612000,000,1,406,,LINDA,LN,,,FRIENDSWOOD,TX,77546,,,2016
KSSG402070320160004990000,KS,SG402,07032016,0004990,000,1,15111,E,63rd,ST,S,,Derby,KS,67037,,,2016
FL17021010920160000098000,FL,17021,01092016,0000098,000,1,,,STATION ST E BROADWAY,,,,OVIEDO,FL,32765,,,2016
OH02119101020160001154000,OH,02119,10102016,0001154,000,1,1405,,west shore,DR,,,ShawneeTownship of,OH,45805,,,2016
AZ08113060120144036804000,AZ,08113,06012014,4036804,000,1,3861,E,BASELINE,RD,,,GILBERT,AZ,85233,,,2014
IA80008111420140000067000,IA,80008,11142014,0000067,000,1,104,W,Madison,ST,,,Mount Ayr,IA,50854,,,2014
FL27012090220150152221000,FL,27012,09022015,0152221,000,1,3600,,Commerce Center,AVE,,,Sebring,FL,33870,,,2015
TXDH603022720110001625000,TX,DH603,02272011,0001625,000,1,2120, ,MC PARLAND,CT, , ,CARROLLTON,TX,75006, , ,2011
AZ08113012620166006980000,AZ,08113,01262016,6006980,000,1,3200,S,GILBERT,RD,,,CHANDLER,AZ,85224,,,2016
MA17100012620160000699000,MA,17100,01262016,0000699,000,1,200,,WEST FARM POND RD,,,138,FRAMINGHAM,MA,01702,,,2016
KSSG402081020160005957000,KS,SG402,08102016,0005957,000,1,5118,S,Brookhaven,AVE,,,Wichita,KS,67210,,,2016
CA33115042420150046990000,CA,33115,04242015,0046990,000,1,00043199,,PRIMAVERA,DR,,,TEM,CA,92592,,32687 BLK GUEVARA DR 32670 BL,2015
HI52000041920140020412000,HI,52000,04192014,0020412,000,1,860,,Halekauwila,ST,,LOBBY,HONOLULU,HI,96813,,860 Halekauwila St,2014
CA30005041620141409455000,CA,30005,04162014,1409455,000,1,3440,E,LA PALMA,AVE,,,Anaheim,CA,92806,,,2014
NC03023021520160505958000,NC,03023,02152016,0505958,000,1,175,,I40 EB,,,,ADVANCE,NC,27006,,,2016
MT07001102820150002709000,MT,07001,10282015,0002709,000,1,537,W,COLORADO,ST,,,KALISPELL,MT,59901,,,2015
MI02309011420152015014000,MI,02309,01142015,2015014,000,1,11823,N,IONIA,RD,,,SUNFIELD,MI,48890,,,2015
CO01601101220160109269000,CO,01601,10122016,0109269,000,1,6225,E,38th,AVE,,,DENVER,CO,80207,,,2016
KSSG111022420160010339000,KS,SG111,02242016,0010339,000,1,3600,N,HYDRAULIC,,,,Wichita,KS,67219,,,2016
WI67010050920160001334000,WI,67010,05092016,0001334,000,1,4805,S,MOORLAND,RD,,,NEW BERLIN,WI,53151,,,2016
MD26043050120160002300000,MD,26043,05012016,0002300,000,2,,,US Rt 295,,,,Linthicum,MD,21090,,I695,2016
ILLA342081220160002777000,IL,LA342,08122016,0002777,000,1,76,E,Rollins,RD,,,Round Lake Beach,IL,60073,,,2016
WA39D05050820033128005000,WA,39D05,05082003,3128005,000,1,10071,W,WAPATO,RD, , ,Harrah,WA,98933, , ,2003
OK55013111220020045509000,OK,55013,11122002,0045509,000, , , ,11701 SE. 59TH ST., , , , , ,73150, , ,2002
NC04110080820120808100000,NC,04110,08082012,0808100,000,1,2521,,WESTMORELAND,DR,,,GREENSBORO,NC,27405,,,2012
VA05900110320020059311000,VA,05900,11032002,0059311,000, , , ,5766 BACKLICK RD, , , , , , , , ,2002
LA32025022720140000086000,LA,32025,02272014,0000086,000,1,29880,S,Cedar,ST,,Apt 26,Livingston,LA,70754,,,2014
CA24035090420140015774000,CA,24035,09042014,0015774,000,2,00007750,,OAKDALE,RD,,,BALLICO,CA,95303,,Looney Rd,2014
CA19110072820160218380000,CA,19110,07282016,0218380,000,1,,S,FAIRFAX,,,,WINDSOR HILLS,CA,00000,0000,STOCKERST,2016
MA09254090820150000494000,MA,09254,09082015,0000494,000,1,35,,SPENCER KNOWLES,RD,,,Rowley,MA,01969,,,2015
TXDH626021520160000294000,TX,DH626,02152016,0000294,000,1,3800,,UNIVERSITY,BLVD,,,UNIVERSITY PARK,TX,75205,,,2016
GA03301030520050007614000,GA,03301,03052005,0007614,000, , , ,6301 WOODLORE DR NW, , , , , ,30101, , ,2005
CA43090120820161609863000,CA,43090,12082016,1609863,000,1,842,,PEPPER TREE,LN,,,SC,CA,95050,,842 PEPPER TREE LN,2016
NY24001122920050832850000,NY,24001,12292005,0832850,000,1,315, ,NEW YORK AVE, , , ,New York City,NY,00000,0000, ,2005
AL00102050920160020624000,AL,00102,05092016,0020624,000,1,1400,,4TH,AVE,,,Birmingham,AL,35233,,,2016
FL26032072420160016274000,FL,26032,07242016,0016274,000,1,1300,,HACKNEY,RD,,,ST CLOUD,FL,34771,,1300 HACKNEY RD,2016
CA10030041720166021112000,CA,10030,04172016,6021112,000,1,3864,E,Dakota,AVE,,,Fresno,CA,93726,,,2016
SC15501100620140005893000,SC,15501,10062014,0005893,000,1,85,,Station,CT,,,Edisto Island,SC,29438,,,2014
FL43052122720030023360000,FL,43052,12272003,0023360,000,1,774, ,BEAL PKWY, , , ,FT WALTON,FL,32547, , ,2003
OH85027040720150000208000,OH,85027,04072015,0000208,000,1,4110,E,smithville western,,,,Wooster,OH,44691,,,2015
TXNX604061620151504022000,TX,NX604,06162015,1504022,000,1,551,,HILL COUNTRY DR S,,,,Kerrville,TX,78028,,,2015
SD09006100120160000177000,SD,09006,10012016,0000177,000,1,305,N,27th,ST,,,Spearfish,SD,57783,,,2016
MD15555123120160162833000,MD,15555,12312016,0162833,000,1,2611,,OLNEY SANDY SPRING,RD,,,OLNEY,MD,20832,,,2016
NV01012052520140003372000,NV,01012,05252014,0003372,000,1,3666,,CENTENNIAL PARK,DR,,,CARSON CITY,NV,89706,,,2014
MA01351052720160002527000,MA,01351,05272016,0002527,000,1,183,,ROUTE 28,RT,,204,West Yarmouth,MA,02673,,,2016
LA08005073120032000482000,LA,08005,07312003,2000482,000,1,1208, ,Robert,LA, , ,Benton,LA,71006, , ,2003
CA34080102320150067918000,CA,34080,10232015,0067918,000,1,2720,,FLORIN,RD,,,Sacramento,CA,95822,,,2015
VA51000071620150012899000,VA,51000,07162015,0012899,000,1,125,S,REYNOLDS,ST,,509,ALEXANDRIA,VA,22304,,,2015
ILCS931080220150512887000,IL,CS931,08022015,0512887,000,1,3710,W,DICKENS,AVE,,,Chicago,IL,60647,,X12058 BL N HAMLIN AV X221,2015
FL19122032120160000324000,FL,19122,03212016,0000324,000,1,330,,Bry Lynn,DR,,,West Melbourne,FL,32901,,,2016
OK55013072120144037333000,OK,55013,07212014,4037333,000,1,3025,SW,17TH,ST,,,OKLAHOMA CITY,OK,73108,,S BROOKLINE AVECROSS NOT FOUN,2014
FL03072080420160052409000,FL,03072,08042016,0052409,000,1,0004235,,BESSIE COLEMAN BL,,,,Tampa,FL,33607,,,2016
FL16072100220160017510000,FL,16072,10022016,0017510,000,1,2506,W,BURR OAK,CT,,,Sarasota,FL,34232,,,2016
TXAW824072820160714434000,TX,AW824,07282016,0714434,000,1,10606,,West,AVE,,,SAN ANTONIO,TX,78213,,10606 West Ave,2016
CA34090042920150060466000,CA,34090,04292015,0060466,000,1,3630,,Bellinger,CT,,A,North Highlands,CA,95660,,,2015
TXSP706031820030004908000,TX,SP706,03182003,0004908,000,1,425,S,CARANCAHUA,ST, , ,Corpus Christi,TX,78408, , ,2003
FL49021040720020040216000,FL,49021,04072002,0040216,000,1,2410, ,7th,CT, , ,Clewiston,FL,33440, , ,2002
MO02205072020160001652000,MO,02205,07202016,0001652,000,1,,,137 S Rose Ave,,,,Chadwick,MO,65629,,Chadwick Rd S Emma Ave,2016
NV03002031120155072304000,NV,03002,03112015,5072304,000,1,1304,,Kari Lee,CT,,A,Las Vegas,NV,89146,,,2015
TN79783022220040043381000,TN,79783,02222004,0043381,000, , , ,11221 GLEN BIRNHAM, , , , , ,38017, , ,2004
MD10025021520140005887000,MD,10025,02152014,0005887,000,1,11026,,FINGERBOARD,RD,,,MONROVIA,MD,21770,,,2014
HI53000011220141400194000,HI,53000,01122014,1400194,000,1,3317,,Iuka,PL,,Flr,Lawai,HI,96765,,3317 IUKA PL,2014
MO04808102920160017111000,MO,04808,10292016,0017111,000,1,1405,N,COTTAGE,AVE,,,INDEPENDENCE,MO,64050,,,2016
UT11003051620141401107000,UT,11003,05162014,1401107,000,1,1481,E,1450,,S,506,Clearfield,UT,84015,,,2014
MI04116111420160003888000,MI,04116,11142016,0003888,000,1,4320,,KALAMAZOO,AVE,SE,211,KENTWOOD,MI,49508,,,2016
MD15555030520140026281000,MD,15555,03052014,0026281,000,1,6820,,WISCONSIN,AVE,,,CHEVY CHASE,MD,20815,,,2014
IA97013072920140004266000,IA,97013,07292014,0004266,000,1,705,,6TH,ST,,APT 306,SIOUX CITY,IA,51101,,,2014
VA51000112420020015626000,VA,51000,11242002,0015626,000,1,504,E,HOWELL,AVE, , ,ALEXANDRIA,VA,22301, , ,2002
MEC2320100520140001295000,ME,C2320,10052014,0001295,000,1,287,,FORESIDE,RD,,,Falmouth,ME,04105,,,2014
MO04813062620070025689000,MO,04813,06262007,0025689,000,1,336, ,ELMWOOD AVE, , , ,KANSAS CITY,MO,99999, , ,2007
TXPY603060820161615358000,TX,PY603,06082016,1615358,000,1,924,E,EMORY,ST,,3307,LUBBOCK,TX,79403,,,2016
NY24001100120040743666000,NY,24001,10012004,0743666,000,2, , ,AVEC, , , ,New York City,NY,00000,0000,E. 2 st,2004
FL03072030820100012134000,FL,03072,03082010,0012134,000,1,0000000, ,COUNTY LINE RD/BRUCE B DOWNS, , , ,Tampa,FL,33647, , ,2010
VA77000110320160023052000,VA,77000,11032016,0023052,000,1,2010,,HOLLEY,RD,NE,,ROANOKE,VA,24012,,,2016
OH18081070420160005796000,OH,18081,07042016,0005796,000,1,4527,,Longwood,AVE,,,PARMA,OH,44134,,,2016
MA05102112820150001227000,MA,05102,11282015,0001227,000,1,,,N RT 24 SB,,,,ASSONET,MA,02702,,,2015
AR23300051320030001169000,AR,23300,05132003,0001169,000,1,2605, ,COLLEGE AVENUE, , , ,Conway,AR,72032, , ,2003
NM13025122420150001066000,NM,13025,12242015,0001066,000,1,7775,,Baldy Peak,,,,Las CrucesCCD,NM,88011,,,2015
WI67060072820160003974000,WI,67060,07282016,0003974,000,1,1319,,ELLIS,ST,,,Waukesha,WI,53186,,,2016
TXGB405042320160003496000,TX,GB405,04232016,0003496,000,2,611,,MAXINE,DR,,2,Socorro,TX,79927,,LYDIA RD,2016
MA09164020320160000153000,MA,09164,02032016,0000153,000,1,55,,SALEM,ST,,,Lynnfield,MA,01940,,,2016
CA19110020820160039493000,CA,19110,02082016,0039493,000,1,413,W,ARBOR VITAE,,,,INGLEWOOD,CA,00000,0000,btwn S INGLEWOOD AV,2016
IA31007111120140004990000,IA,31007,11112014,0004990,000,1,801,,DAVIS,ST,,,DUBUQUE,IA,52001,,,2014
NY33012010920160000005000,NY,33012,01092016,0000005,000,1,1099,,BARRELL,RD,,,FLORENCE,NY,13316,,,2016
TXHX403043020160000022000,TX,HX403,04302016,0000022,000,1,,,10175 SH 51,,,,Spearman,TX,79081,,,2016
MD16039091620152590289000,MD,16039,09162015,2590289,000,2,,,MARQUETTE,LN,,,Bowie,MD,20715,,RACE TRACK,2015
KY34155012520150100696000,KY,34155,01252015,0100696,000,1,00000758,,WOODLAND AVE,,,,LEXINGTON,KY,40502,,,2015
FL44052090120160013860000,FL,44052,09012016,0013860,000,2,,,St George,AVE,,,The Villages,FL,32162,,Murrells Inlet LOOP,2016
NH72014052420150001255000,NH,72014,05242015,0001255,000,1,SB,,INTERSTATE 93 SBL,,,,Londonderry,NH,03053,,Manchester Town Line,2015
TXKA926012420140230134000,TX,KA926,01242014,0230134,000,1,1246,,SILBER,RD,,,HOUSTON,TX,77023,,,2014
CA36010122020166226785000,CA,36010,12202016,6226785,000,1,6618,,Amethyst,ST,,A205,RANCHO CUCAMONGA,CA,91701,,,2016
FL18062031520020001466000,FL,18062,03152002,0001466,000, , , ,10 CARRAGE LN, , , , , ,33903, , ,2002
NY12013050320160000171000,NY,12013,05032016,0000171,000,1,3156,,BYRNE HOLLOW XING,,,,CORTLANDVILLE,NY,13045,,,2016
TXKA926030120030301054000,TX,KA926,03012003,0301054,000, , , ,03702 WESLAYAN, , , , , , , , ,2003
OH04013051220060000080000,OH,04013,05122006,0000080,000,1,333,S,Market,ST, , ,Jefferson,OH,44047, , ,2006
FL01032071420166153969000,FL,01032,07142016,6153969,000,1,3600,NW,196TH,LN,,,MIAMI GARDENS,FL,33056,,,2016
SC07121112920141405976000,SC,07121,11292014,1405976,000,1,15,,ACORN,LN,,,Hilton Head Island,SC,29928,,,2014
GA04405080720150066260000,GA,04405,08072015,0066260,000,1,4000,,DUNWOODY PARK,,,,Chamblee,GA,30341,,,2015
CA33070091220150103672000,CA,33070,09122015,0103672,000,1,00000610,,SIOUX,DR,,,PERR,CA,92570,,800 BLK TOMAHAWK RD 800 BLK W,2015
AL03702042320150150392000,AL,03702,04232015,0150392,000,1,1299,,County Road 128,,,,Haleburg,AL,36319,,,2015
OH87041081420150001127000,OH,87041,08142015,0001127,000,1,9790,,CLARK,DR,,,ROSSFORD,OH,43460,,,2015
FL17022031620160540821000,FL,17022,03162016,0540821,000,1,2750,,REGAL PINE,TRL,,,CHULUOTA,FL,32766,,,2016
GA06001021920151511714000,GA,06001,02192015,1511714,000,1,2265,,PERRY,BLVD,NW,,ATL,GA,30318,,,2015
MO09405081020070007278000,MO,09405,08102007,0007278,000,1, , ,Boyd,RD, , ,Ste. Genevieve,MO,63670, , ,2007
GA09204072720166070283000,GA,09204,07272016,6070283,000,1,1425,E,PARK,AVE,,A5,VALDOSTA,GA,31601,,,2016
ID79234042620160000250000,ID,79234,04262016,0000250,000,1,49,W,i90,,,,Kellogg,ID,83837,,,2016
IA57003051420141403760000,IA,57003,05142014,1403760,000,1,1561,,BEVER,AVE,SE,1,CEDAR RAPIDS,IA,52403,,,2014
NC01814053120160105345000,NC,01814,05312016,0105345,000,1,6599,,PROVIDENCE CHURCH RD,,,,HICKORY,NC,28602,,,2016
NY24001082220030536049000,NY,24001,08222003,0536049,000,1,0, ,DEFAULT RECORD FOR CAD, , , ,New York City,NY,00000,0000, ,2003
VA68000061420160006877000,VA,68000,06142016,0006877,000,1,2159,,WOODCREST,DR,,,LYNCHBURG,VA,24503,,,2016
SC07121102020151505680000,SC,07121,10202015,1505680,000,1,634,,WILLIAM HILTON,,,,Hilton Head Island,SC,29928,,,2015
WA32M10101920150030824000,WA,32M10,10192015,0030824,000,2,0,W,2ND,AVE,,,SPOKANE,WA,99201,,STATE,2015
NC03612011420160000398000,NC,03612,01142016,0000398,000,1,2709,,GAIL,AVE,,,GASTONIA,NC,28052,,,2016
ILCS931070520150439315000,IL,CS931,07052015,0439315,000,1,4721,S,INDIANA,AVE,,,Chicago,IL,60615,,X1132 BL E 48TH ST X2200 B,2015
TXKA926012620160250398000,TX,KA926,01262016,0250398,000,1,7315,,CAPITOL,ST,,,HOUSTON,TX,77011,,,2016
FL02072082320030072698000,FL,02072,08232003,0072698,000, , , ,830 ARLINGTON RIVER D, , , , , ,00000, , ,2003
VT12405052120030000685000,VT,12405,05212003,0000685,000,1,68, ,CLARENDON,AVE, , ,MONTPELIER,VT,05602, , ,2003
TXNH701090920161613336000,TX,NH701,09092016,1613336,000,4,1001,,PEARL,ST,,,Beaumont,TX,77701,,,2016
MA27328051620160001248000,MA,27328,05162016,0001248,000,1,3,,Lyman,ST,,,Westborough,MA,01581,,,2016
DE10100051620030005662000,DE,10100,05162003,0005662,000,1,230, ,HARRISON, , , ,WILMINGTON,DE,19805, , ,2003
NC09213051720150015015000,NC,09213,05172015,0015015,000,2,,,S RALEIGH,BLVD,,,RALEIGH,NC,27601,,POOLE RD,2015
OH57125011620130000111000,OH,57125,01162013,0000111,000,1,5225,,LONGFORD,RD,,,HUBER HEIGHTS,OH,45424,,,2013
AK26100050620160000570000,AK,26100,05062016,0000570,000,1,325,S,Spruce,ST,,,Kenai,AK,99611,,,2016
NH61601080320020221481000,NH,61601,08032002,0221481,000,1, , ,Interstate 93 North, , , ,Hooksett,NH,03106, , ,2002
OR00262020620160000183000,OR,00262,02062016,0000183,000,1,835,,California,,,,North Bend,OR,97459,,,2016
MA25035032520140016199000,MA,25035,03252014,0016199,000,1,000001,,CAMBRIDGE,ST,,,Boston,MA,02114,,,2014
MI08223113020160000754000,MI,08223,11302016,0000754,000,1,711,,Merton,,,,Detroit,MI,48203,,,2016
OH52003082120150001749000,OH,52003,08212015,0001749,000,1,4015,,MAGNOLIA,DR,,,BRUNSWICK,OH,44212,,,2015
OH18082103120150001134000,OH,18082,10312015,0001134,000,1,801,,Primrose,DR,,,Seven Hills,OH,44131,,,2015
MA17170031120160001392000,MA,17170,03112016,0001392,000,1,400,,HEMENWAY,ST,,223,Marlborough,MA,01752,,,2016
MD15555021320140018663000,MD,15555,02132014,0018663,000,1,4960,,SENTINEL,DR,,,BETHESDA,MD,20816,,,2014
GA09201092320140002269000,GA,09201,09232014,0002269,000,1,3261,,Old State,RD,,,Valdosta,GA,31606,,,2014
GA04405021120160074146000,GA,04405,02112016,0074146,000,1,615,,MICHAEL,ST,,,Atlanta,GA,30307,,,2016
MA09181100820161606224000,MA,09181,10082016,1606224,000,1,212,,HAVERHILL,ST,,,METHUEN,MA,01844,,,2016
FL64022031020140019487000,FL,64022,03102014,0019487,000,1,,,COLLIER BLVDGOLDEN GATE,BLVD,W,,Naples,FL,34119,,,2014
MA03070070620140000446000,MA,03070,07062014,0000446,000,1,46,,Mill,ST,,,Dalton,MA,01226,,,2014
OH18027063020155037118000,OH,18027,06302015,5037118,000,1,4581,E,173RD,ST,,,CLEV,OH,44128,,,2015
GA00801112720150006934000,GA,00801,11272015,0006934,000,1,104,,Chestnut,ST,,,ADAIRSVILLE,GA,30103,,,2015
FL28042112420160059947000,FL,28042,11242016,0059947,000,1,6715,,CONGRESS,ST,,220,NEW PORT RICHEY IN,FL,34652,,,2016
MO04813020520090905228000,MO,04813,02052009,0905228,000,1,4624, ,AGNES,AVE, , ,Kansas City,MO,64130, , ,2009
OH57053042020160000708000,OH,57053,04202016,0000708,000,1,1364,,BLACK FOREST,DR,,70,West Carrollton,OH,45449,,,2016
